datasheet_id|line|line_in_wargear|dice|name|description|range|type|A|BS_WS|S|AP|D|Unnamed: 13
2637|3.0|1||Havoc launcher|blast|48|Ranged|D6|4|5|0|1|
2637|4.0|1||Heavy bolter|rapid fire 2, sustained hits 1|36|Ranged|3|4|5|-1|2|
2637|5.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
2637|6.0|1||Predator twin lascannon|rapid fire 2, twin-linked|48|Ranged|1|4|14|-3|D6+1|
2637|7.0|1||Armoured tracks||Melee|Melee|6|3|6|0|1|
2638|1.0|1||Ectoplasma cannon|blast, rapid fire 1|36|Ranged|D3|4|10|-3|3|
2638|2.0|1||Hades autocannon|rapid fire 4|36|Ranged|6|4|8|-1|2|
2638|3.0|1||Forgefiend claws||Melee|Melee|6|3|6|0|1|
2638|4.0|1||Forgefiend jaws||Melee|Melee|8|3|7|-1|2|
2639|1.0|1||Magma cutter|melta 2, rapid fire 1|6|Ranged|2|4|9|-4|D6|
2639|2.0|1||Lasher tendrils|extra attacks|Melee|Melee|6|3|7|-1|1|
2639|3.0|1||Maulerfiend fists||Melee|Melee|8|3|14|-2|D6+1|
2640|1.0|1||Combi-bolter|rapid fire 4|24|Ranged|2|4|4|0|1|
2640|2.0|1||Combi-weapon|anti-infantry 4+, devastating wounds, rapid fire 1|24|Ranged|1|4|4|0|1|
2640|3.0|1||Havoc launcher|blast|48|Ranged|D6|4|5|0|1|
2640|4.0|1||Armoured tracks||Melee|Melee|6|3|6|0|1|
2641|1.0|1||Baleflamer|ignores cover, torrent|12|Ranged|D6+3||6|-1|2|
2641|2.0|1||Hades autocannon|rapid fire 4|36|Ranged|6|4|8|-1|2|
2641|3.0|1||Heldrake claws|anti-fly 2+, devastating wounds|Melee|Melee|6|3|7|-1|2|
2642|1.0|1||Daemongore cannon|blast, rapid fire 3|18|Ranged|D6|4|14|-4|D6+2|
2642|2.0|1||Gorestorm cannon|blast, rapid fire 3|24|Ranged|D6+3|4|10|-2|3|
2642|3.0|1||Hades gatling cannon|rapid fire 6, sustained hits 1|48|Ranged|12|4|8|-2|2|
2642|4.0|1||Ichor cannon|blast, rapid fire 4|48|Ranged|2D6|4|7|-2|2|
2642|5.0|1||Skullhurler|rapid fire 3|60|Ranged|2D6|4|14|-3|3|
2642|6.0|1||Great cleaver of Khorne  strike||Melee|Melee|6|3|16|-4|8|
2642|7.0|2||Great cleaver of Khorne  sweep||Melee|Melee|18|3|8|-2|2|
2677|1.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2677|2.0|1||Chainfist|anti-vehicle 3+|Melee|Melee|4|3|8|-2|2|
2677|3.0|1||Close combat weapon||Melee|Melee|5|2|4|0|1|
2677|4.0|1||Power fist||Melee|Melee|4|2|8|-2|2|
2677|5.0|1||Power weapon||Melee|Melee|5|2|5|-2|1|
2677|6.0|1||Thunder hammer|devastating wounds|Melee|Melee|4|3|8|-2|2|
2677|7.0|1||Twin lightning claws|twin-linked|Melee|Melee|6|2|5|-2|1|
2678|1.0|1||Infernus|anti-infantry 4+, devastating wounds, ignores cover, torrent|12|Ranged|D6||4|-1|1|
2678|2.0|1||Artificer crozius||Melee|Melee|5|2|6|-1|2|
2679|1.0|1||Vashtorrs claw|anti-vehicle 4+, torrent|12|Ranged|D6||5|-2|1|
2679|2.0|1||Vashtorrs hammer  strike|anti-vehicle 4+, devastating wounds|Melee|Melee|6|2|14|-3|3|
2679|3.0|2||Vashtorrs hammer  sweep|anti-vehicle 4+, devastating wounds|Melee|Melee|12|2|8|-1|2|
2682|1.0|1||Arma Luminis  bolt|pistol|12|Ranged|4|2|4|-1|2|
2682|2.0|2||Arma Luminis  plasma|pistol|12|Ranged|2|2|8|-3|2|
2682|3.0|1||Fealty  strike|lethal hits|Melee|Melee|8|2|12|-4|4|
2682|4.0|2||Fealty  sweep|sustained hits 1|Melee|Melee|16|2|6|-3|2|
2683|1.0|1||Arbites combat shotgun|assault|18|Ranged|2|4|4|0|1|
2683|2.0|1||Arbites grenade launcher  frag|blast|24|Ranged|D3|4|4|0|1|
2683|3.0|2||Arbites grenade launcher  krak||24|Ranged|1|4|9|-2|D3|
2683|4.0|1||Arbites shotpistol|pistol|12|Ranged|1|4|4|0|1|
2683|5.0|1||Executioner shotgun|ignores cover, precision|24|Ranged|1|4|5|-1|1|
2683|6.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
2683|7.0|1||Webber|assault, devastating wounds, torrent|12|Ranged|D6||2|0|1|
2683|8.0|1||Close combat weapon||Melee|Melee|2|4|3|0|1|
2683|9.0|1||Mechanical bite||Melee|Melee|3|4|4|0|1|
2684|1.0|1||Arbites shotpistol|pistol|12|Ranged|1|4|4|0|1|
2684|2.0|1||Mechanical bite||Melee|Melee|3|4|4|0|1|
2684|3.0|1||Shock maul||Melee|Melee|2|4|4|-1|1|
2685|1.0|1||Arbites combat shotgun|assault|18|Ranged|2|4|4|0|1|
2685|2.0|1||Arbites grenade launcher  krak||24|Ranged|1|4|9|-2|D3|
2685|3.0|2||Arbites grenade launcher  frag|blast|24|Ranged|D3|4|4|0|1|
2685|4.0|1||Arbites shotpistol|pistol|12|Ranged|1|4|4|0|1|
2685|5.0|1||Executioner shotgun|ignores cover, precision|24|Ranged|1|4|5|-1|1|
2685|6.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
2685|7.0|1||Webber|assault, devastating wounds, torrent|12|Ranged|D6||2|0|1|
2685|8.0|1||Close combat weapon||Melee|Melee|2|4|3|0|1|
2685|9.0|1||Excruciator maul||Melee|Melee|2|3|4|-1|2|
2685|10.0|1||Mechanical bite||Melee|Melee|3|4|4|0|1|
2686|1.0|1||Barblauncher|blast, heavy|24|Ranged|D6|4|5|0|1|
2686|2.0|1||Chitinous claws and teeth||Melee|Melee|1|4|4|0|1|
2687|1.0|1||Chitinous claws and teeth||Melee|Melee|1|4|3|0|1|
2688|1.0|1||Psychic scream|ignores cover, psychic, torrent|18|Ranged|2D6||5|-1|2|
2688|2.0|1||Neurotyrant claws and lashes||Melee|Melee|6|3|5|0|1|
2689|1.0|1||Psychoclastic torrent|ignores cover, torrent|12|Ranged|D6||6|-1|1|
2689|2.0|1||Talons and betentacled maw|anti-psyker 4+, devastating wounds|Melee|Melee|6|3|6|-2|2|
2690|1.0|1||Bio-plasmic scream|assault, blast|18|Ranged|D6+3|4|8|-2|1|
2690|2.0|1||Screamer-killer talons||Melee|Melee|10|3|10|-2|3|
2691|1.0|1||Tyranid Warrior claws and talons|twin-linked|Melee|Melee|6|3|5|-2|1|
2692|1.0|1||Barbed strangler|blast|36|Ranged|D6+1|4|6|-1|1|
2692|2.0|1||Deathspitter||24|Ranged|3|4|5|-1|1|
2692|3.0|1||Devourer||18|Ranged|5|4|4|0|1|
2692|4.0|1||Spinefists|assault, pistol, twin-linked|12|Ranged|2|4|4|0|1|
2692|5.0|1||Venom cannon|blast|36|Ranged|D3|4|9|-2|2|
2692|6.0|1||Tyranid Warrior claws and talons||Melee|Melee|5|3|5|-1|1|
2693|1.0|1||Leapers talons||Melee|Melee|6|3|5|-1|1|
2694|1.0|1||Prime talons||Melee|Melee|6|2|6|-1|2|
2700|1.0|1||Astraeus las-ripper||36|Ranged|2|3|12|-3|D6+1|
2700|2.0|1||Ironhail heavy stubber|rapid fire 3|36|Ranged|3|3|4|0|1|
2700|3.0|1||Plasma eradicator  standard|blast|36|Ranged|D6|3|7|-2|2|
2700|4.0|2||Plasma eradicator  supercharge|blast, hazardous|36|Ranged|D6|3|8|-3|3|
2700|5.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2700|6.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|3|5|-1|2|
2700|7.0|1||Twin lascannon|twin-linked|48|Ranged|1|3|12|-3|D6+1|
2700|8.0|1||Twin macro-accelerator cannon|sustained hits 1, twin-linked|72|Ranged|12|3|9|-1|3|
2700|9.0|1||Armoured hull||Melee|Melee|6|4|8|0|1|
2701|1.0|1||Bolt pistol|pistol|12|Ranged|1|2|4|0|1|
2701|2.0|1||Instigator bolt carbine|precision|24|Ranged|1|2|4|-2|2|
2701|3.0|1||Combat knife||Melee|Melee|6|2|4|-1|1|
2702|1.0|1||Bolt pistol|pistol|12|Ranged|1|2|4|0|1|
2702|2.0|1||Combi-weapon|ANTI-INFANTRY 4+, DEVASTATING WOUNDS, RAPID FIRE 1|24|Ranged|1|3|4|0|1|
2702|3.0|1||Grav-pistol|anti-vehicle 2+, pistol|12|Ranged|1|2|4|-1|2|
2702|4.0|1||Hand flamer|ignores cover, pistol, torrent|12|Ranged|D6||3|0|1|
2702|5.0|1||Inferno pistol|melta 2, pistol|6|Ranged|1|2|8|-4|D3|
2702|6.0|1||Master-crafted boltgun||24|Ranged|2|2|4|0|2|
2702|7.0|1||Plasma pistol  standard|pistol|12|Ranged|1|2|7|-2|1|
2702|8.0|2||Plasma pistol  supercharge|hazardous, pistol|12|Ranged|1|2|8|-3|2|
2702|9.0|1||Twin boltgun|twin-linked|24|Ranged|2|2|4|0|1|
2702|10.0|1||Storm bolter|RAPID FIRE 2|24|Ranged|2|2|4|0|1|
2702|11.0|1||Astartes chainsword||Melee|Melee|7|2|4|-1|1|
2702|12.0|1||Close combat weapon||Melee|Melee|6|2|4|0|1|
2702|13.0|1||Power fist||Melee|Melee|5|2|8|-2|2|
2702|14.0|1||Relic weapon||Melee|Melee|6|2|5|-2|2|
2702|15.0|1||Thunder hammer|devastating wounds|Melee|Melee|5|3|8|-2|2|
2702|16.0|1||Twin lightning claws|twin-linked|Melee|Melee|7|2|5|-2|1|
2703|1.0|1||Centurion bolters|rapid fire 3, twin-linked|24|Ranged|3|3|4|0|1|
2703|2.0|1||Twin flamer|ignores cover, torrent, twin-linked|12|Ranged|D6||4|0|1|
2703|3.0|1||Twin meltagun|melta 2, twin-linked|12|Ranged|1|3|9|-4|D6|
2703|4.0|1||Siege drills|twin-linked|Melee|Melee|3|3|10|-2|3|
2704|1.0|1||Demolisher cannon|blast|24|Ranged|D6+3|3|14|-3|D6|
2704|2.0|1||Fellblade accelerator cannon  AP shells||72|Ranged|2|3|14|-3|6|
2704|3.0|2||Fellblade accelerator cannon  HE shells|blast|72|Ranged|2D6|3|8|-1|2|
2704|4.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|3|5|-1|2|
2704|5.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
2704|6.0|1||Laser destroyer|heavy|36|Ranged|3|3|14|-4|D6+1|
2704|7.0|1||Multi-melta|melta 2|18|Ranged|2|3|9|-4|D6|
2704|8.0|1||Quad lascannon||48|Ranged|4|3|12|-3|D6+1|
2704|9.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2704|10.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|3|5|-1|2|
2704|11.0|1||Twin heavy flamer|ignores cover, torrent, twin-linked|12|Ranged|D6||5|-1|1|
2704|12.0|1||Armoured tracks||Melee|Melee|6|4|8|0|1|
2705|1.0|1||Fragstorm grenade launcher|blast|18|Ranged|D6|3|4|0|1|
2705|2.0|1||Icarus rocket pod|anti-fly 2+|24|Ranged|D3|3|8|-1|2|
2705|3.0|1||Ironhail heavy stubber|rapid fire 3|36|Ranged|3|3|4|0|1|
2705|4.0|1||Lancer laser destroyer|heavy|72|Ranged|2|3|14|-4|D6+3|
2705|5.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2705|6.0|1||Armoured hull||Melee|Melee|3|4|6|0|1|
2706|1.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
2706|2.0|1||Hunter-killer missile|one shot|48|Ranged|1|2|14|-3|D6|
2706|3.0|1||Hurricane bolter|rapid fire 6, twin-linked|24|Ranged|6|3|4|0|1|
2706|4.0|1||Meltagun|melta 2|12|Ranged|1|3|9|-4|D6|
2706|5.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2706|6.0|1||Dreadnought chainfist|anti-vehicle 3+|Melee|Melee|4|3|12|-2|3|
2706|7.0|1||Dreadnought combat weapon||Melee|Melee|5|3|12|-2|3|
2706|8.0|1||Seismic hammer||Melee|Melee|3|3|14|-3|D6+2|
2707|1.0|1||Absolvor bolt pistol|pistol|18|Ranged|1|3|5|-1|2|
2707|2.0|1||Executioner relic blade|devastating wounds, precision|Melee|Melee|5|2|7|-2|2|
2708|1.0|1||Blackout|pistol, precision|18|Ranged|2|2|5|-1|2|
2708|2.0|1||The Ravens Talons|precision, twin-linked|Melee|Melee|7|2|5|-2|2|
2709|1.0|1||Bolt pistol|pistol|12|Ranged|1|2|4|0|1|
2709|2.0|1||Moonfang|devastating wounds, precision|Melee|Melee|6|2|5|-2|2|
2710|1.0|1||Godhammer lascannons||48|Ranged|2|3|12|-3|D6+1|
2710|2.0|1||Helios launcher|anti-fly 3+|48|Ranged|3|3|9|-1|3|
2710|3.0|1||Hunter-killer missile|one shot|48|Ranged|1|2|14|-3|D6|
2710|4.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2710|5.0|1||Armoured tracks||Melee|Melee|6|4|8|0|1|
2711|1.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|3|5|-1|2|
2711|2.0|1||Multi-melta|melta 2|18|Ranged|2|3|9|-4|D6|
2711|3.0|1||Close combat weapon||Melee|Melee|3|3|4|0|1|
2712|1.0|1||Bolt pistol|PISTOL|12|Ranged|1|3|4|0|1|
2712|2.0|1||Heavy bolt pistol|pistol|18|Ranged|1|3|4|-1|1|
2712|3.0|1||Multi-melta|melta 2|18|Ranged|2|3|9|-4|D6|
2712|4.0|1||Onslaught gatling cannon|devastating wounds|24|Ranged|8|3|5|0|1|
2712|5.0|1||Twin bolt rifle|twin-linked|24|Ranged|2|3|4|-1|1|
2712|6.0|1||Astartes chainsword||Melee|Melee|4|3|4|-1|1|
2712|7.0|1||Close combat weapon||Melee|Melee|5|3|4|0|1|
2713|1.0|1||Dorns Arrow|rapid fire 2, sustained hits 1|24|Ranged|2|2|5|-1|2|
2713|2.0|1||Fist of Retribution||Melee|Melee|5|2|8|-3|3|
2714|1.0|1||Predator twin lascannon|twin-linked|48|Ranged|1|3|14|-3|D6+1|
2714|2.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|3|5|-1|2|
2714|3.0|1||Hunter-killer missile|one shot|48|Ranged|1|2|14|-3|D6|
2714|4.0|1||Lascannon||48|Ranged|1|3|12|-3|D6+1|
2714|5.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2714|6.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
2715|1.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|3|5|-1|2|
2715|2.0|1||Hunter-killer missile|one shot|48|Ranged|1|2|14|-3|D6|
2715|3.0|1||Lascannon||48|Ranged|1|3|12|-3|D6+1|
2715|4.0|1||Predator autocannon|rapid fire 2|48|Ranged|4|3|9|-1|3|
2715|5.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2715|6.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
2717|1.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
2717|2.0|1||Heavy onslaught gatling cannon|devastating wounds|24|Ranged|12|3|6|0|1|
2717|3.0|1||Icarus rocket pod|anti-fly 2+|24|Ranged|D3|3|8|-1|2|
2717|4.0|1||Macro plasma incinerator  standard|blast|36|Ranged|D6+1|3|8|-3|2|
2717|5.0|2||Macro plasma incinerator  supercharge|blast, hazardous|36|Ranged|D6+1|3|9|-4|3|
2717|6.0|1||Onslaught gatling cannon|devastating wounds|24|Ranged|8|3|5|0|1|
2717|7.0|1||Twin fragstorm grenade launcher|blast, twin-linked|18|Ranged|D6|3|4|0|1|
2717|8.0|1||Twin storm bolter|rapid fire 2, twin-linked|24|Ranged|2|3|4|0|1|
2717|9.0|1||Redemptor fist||Melee|Melee|5|3|12|-2|3|
2718|1.0|1||Bolt carbine|precision|24|Ranged|2|3|4|0|1|
2718|2.0|1||Special issue bolt pistol|pistol, precision|12|Ranged|1|3|4|-1|1|
2718|3.0|1||Close combat weapon||Melee|Melee|3|3|4|0|1|
2718|4.0|1||Combat knife|precision|Melee|Melee|4|3|4|-1|1|
2719|1.0|1||Combi-bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2719|2.0|1||Conversion beam cannon|conversion, sustained hits d3|24|Ranged|1|3|7|-1|3|
2719|3.0|1||Cyclone missile launcher  frag|BLAST|36|Ranged|2D6 |3|4|0|1|
2719|4.0|2||Cyclone missile launcher  krak||36|Ranged|2|3|9|-2|D6|
2719|5.0|1||Graviton blaster|anti-vehicle 2+|18|Ranged|2|3|5|-1|1|
2719|6.0|1||Twin autocannon|TWIN-LINKED|48|Ranged|2|3|9|-1|3|
2719|7.0|1||Twin heavy bolter|TWIN-LINKED, SUSTAINED HITS 1|36|Ranged|3|3|5|-1|2|
2719|8.0|1||Twin lascannon|TWIN-LINKED|48|Ranged|1|3|12|-3|D6+1|
2719|9.0|1||Heavy flamer|IGNORES COVER, TORRENT|12|Ranged|D6 ||5|-1|1|
2719|10.0|1||Heavy plasma cannon  standard|blast|36|Ranged|D3|3|7|-2|2|
2719|11.0|2||Heavy plasma cannon  supercharge|blast, hazardous|36|Ranged|D3|3|8|-3|3|
2719|12.0|1||Kheres-pattern assault cannon|devastating wounds|24|Ranged|6|3|7|-1|1|
2719|13.0|1||Multi-melta|MELTA 2|18|Ranged|2|3|9|-4|D6|
2719|14.0|1||Plasma blaster  standard||18|Ranged|2|3|7|-2|1|
2719|15.0|2||Plasma blaster  supercharge|HAZARDOUS|18|Ranged|2|3|8|-3|2|
2719|16.0|1||Twin volkite culverin|devastating wounds, twin-linked|36|Ranged|4|3|6|0|2|
2719|17.0|1||Armoured feet||Melee|Melee|5|3|6|0|1|
2719|18.0|1||Dreadnought chainfist|anti-vehicle 3+|Melee|Melee|4|3|12|-2|3|
2719|19.0|1||Dreadnought combat weapon||Melee|Melee|5|3|12|-2|3|
2720|1.0|1||Hunter-killer missile|one shot|48|Ranged|1|2|14|-3|D6|
2720|2.0|1||Multi-melta|melta 2|18|Ranged|2|3|9|-4|D6|
2720|3.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2720|4.0|1||Twin assault cannon|devastating wounds, twin-linked|24|Ranged|6|3|6|0|1|
2720|5.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|3|5|-1|2|
2720|6.0|1||Twin lascannon|twin-linked|48|Ranged|1|3|12|-3|D6+1|
2720|7.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
2721|1.0|1||Heavy onslaught gatling cannon|devastating wounds|24|Ranged|12|3|6|0|1|
2721|2.0|1||Hunter-slayer missile|indirect fire, one shot|48|Ranged|1|2|14|-3|D6|
2721|3.0|1||Las-talon||36|Ranged|2|3|10|-3|D6+1|
2721|4.0|1||Repulsor defensive array||24|Ranged|18|3|4|0|1|
2721|5.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|3|5|-1|2|
2721|6.0|1||Twin lascannon|twin-linked|48|Ranged|1|3|12|-3|D6+1|
2721|7.0|1||Armoured hull||Melee|Melee|6|4|8|0|1|
2722|1.0|1||Heavy laser destroyer|heavy|72|Ranged|2|3|16|-4|D6+4|
2722|2.0|1||Heavy onslaught gatling cannon|devastating wounds|24|Ranged|12|3|6|0|1|
2722|3.0|1||Icarus rocket pod|anti-fly 2+|24|Ranged|D3|3|8|-1|2|
2722|4.0|1||Ironhail heavy stubber|rapid fire 3|36|Ranged|3|3|4|0|1|
2722|5.0|1||Macro plasma incinerator  standard|blast|36|Ranged|D6+1|3|8|-3|2|
2722|6.0|2||Macro plasma incinerator  supercharge|blast, hazardous|36|Ranged|D6+1|3|9|-4|3|
2722|7.0|1||Repulsor Executioner defensive array||24|Ranged|10|3|4|0|1|
2722|8.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|3|5|-1|2|
2722|9.0|1||Twin Icarus ironhail heavy stubber|anti-fly 4+, rapid fire 3, twin-linked|36|Ranged|3|3|4|0|1|
2722|10.0|1||Armoured hull||Melee|Melee|6|4|8|0|1|
2723|1.0|1||Hunter-killer missile|one shot|48|Ranged|1|2|14|-3|D6|
2723|2.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2723|3.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
2724|1.0|1||Hellstrike missile battery|anti-fly 4+|72|Ranged|4|3|8|-2|3|
2724|2.0|1||Twin heavy bolter|sustained hits 1, twin-linked|36|Ranged|3|3|5|-1|2|
2724|3.0|1||Armoured hull||Melee|Melee|8|4|8|0|1|
2725|1.0|1||Bolt pistol|anti-tyranids 4+, pistol|12|Ranged|1|3|4|0|1|
2725|2.0|1||Boltgun|anti-tyranids 4+|24|Ranged|2|3|4|0|1|
2725|3.0|1||Close combat weapon|anti-tyranids 4+|Melee|Melee|3|3|4|0|1|
2726|1.0|1||Bolt pistol|pistol|12|Ranged|1|2|4|0|1|
2726|2.0|1||Gauntlet of the Forge|ignores cover, pistol, torrent|12|Ranged|D6+3||6|-1|1|
2726|3.0|1||Spear of Vulkan|devastating wounds|Melee|Melee|6|2|6|-2|2|
2727|1.0|1||Hunter-killer missile|one shot|48|Ranged|1|2|14|-3|D6|
2727|2.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2727|3.0|1||Whirlwind vengeance launcher|blast, indirect fire|72|Ranged|D6+3|3|8|-2|2|
2727|4.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
2728|1.0|1||Hunter-killer missile|one shot|48|Ranged|1|2|14|-3|D6|
2728|2.0|1||Scorpius multi-launcher|blast, indirect fire|48|Ranged|2D3+3|3|6|-1|2|
2728|3.0|1||Storm bolter|rapid fire 2|24|Ranged|2|3|4|0|1|
2728|4.0|1||Armoured tracks||Melee|Melee|3|4|6|0|1|
2729|1.0|1||Twin lascannon|twin-linked|48|Ranged|1|3|12|-3|D6+1|
2729|2.0|1||Xiphon missile battery|anti-fly 2+|60|Ranged|3|3|7|-1|3|
2729|3.0|1||Armoured hull||Melee|Melee|3|4|6|0|1|
2730|1.0|1||Infernal cannon||24|Ranged|3|2|5|-1|2|
2730|2.0|1||Hellforged weapons  strike||Melee|Melee|6|2|8|-2|3|
2730|3.0|2||Hellforged weapons  sweep||Melee|Melee|14|2|6|0|1|
2731|1.0|1||Autogun|rapid fire 1|24|Ranged|1|3|3|0|1|
2731|2.0|1||Enforcer pistol|pistol|12|Ranged|1|3|4|0|1|
2731|3.0|1||Lasgun|rapid fire 1|24|Ranged|1|3|3|0|1|
2731|4.0|1||Shotgun|assault|12|Ranged|2|3|4|0|1|
2731|5.0|1||Enforcer melee weapon||Melee|Melee|4|3|4|0|1|
2731|6.0|1||Power fist||Melee|Melee|3|3|6|-2|2|
2731|7.0|1||Power weapon||Melee|Melee|3|3|4|-2|1|
2732|1.0|1||Autocannon|heavy|48|Ranged|2|5|9|-1|3|
2732|2.0|1||Heavy bolter|heavy, sustained hits 1|36|Ranged|3|5|5|-1|2|
2732|3.0|1||Heavy stubber|heavy, rapid fire 3|36|Ranged|4|5|4|0|1|
2732|4.0|1||Lascannon|heavy|48|Ranged|1|5|12|-3|D6+1|
2732|5.0|1||Missile launcher  frag|blast, heavy|48|Ranged|D6|5|4|0|1|
2732|6.0|2||Missile launcher  krak|heavy|48|Ranged|1|5|9|-2|D6|
2732|7.0|1||Mortar|blast, heavy, indirect fire|48|Ranged|D6|5|5|0|1|
2732|8.0|1||Renegade firearm|rapid fire 1|24|Ranged|1|4|3|0|1|
2732|9.0|1||Close combat weapons||Melee|Melee|2|4|3|0|1|
2733|1.0|1||Befouled claws and fangs||Melee|Melee|2|3|5|0|1|
2733|2.0|1||Mauler goad and ripper claw||Melee|Melee|4|3|6|-1|2|
2734|1.0|1||Ogryn power drill||Melee|Melee|3|3|10|-2|2|
2734|2.0|1||Ogryn weapon||Melee|Melee|3|3|6|-1|2|
2735|1.0|1||Ogryn plague claws|lethal hits|Melee|Melee|3|3|6|-1|2|
2736|1.0|1||Kopta rokkits|blast, twin-linked|24|Ranged|D3|5|9|-2|3|
2736|2.0|1||Kustom mega-blasta|hazardous|24|Ranged|3|5|9|-2|D6|
2736|3.0|1||Slugga|pistol|12|Ranged|1|5|4|0|1|
2736|4.0|1||Twin big shoota|rapid fire 2, twin-linked|36|Ranged|3|5|5|0|1|
2736|5.0|1||Killsaw||Melee|Melee|3|4|12|-3|2|
2736|6.0|1||Spinnin blades||Melee|Melee|6|3|5|0|1|
2737|1.0|1||Hand flamer|ignores cover, pistol, torrent|12|Ranged|D6||3|0|1|
2737|2.0|1||Heavy bolt pistol|pistol|18|Ranged|1|3|4|-1|1|
2737|3.0|1||Inferno pistol|pistol, melta 2|6|Ranged|1|3|8|-4|D3|
2737|4.0|1||Plasma pistol  standard|pistol|12|Ranged|1|3|7|-2|1|
2737|5.0|2||Plasma pistol  supercharge|hazardous, pistol|12|Ranged|1|3|8|-3|2|
2737|6.0|1||Astartes chainsword||Melee|Melee|4|3|4|-1|1|
2737|7.0|1||Eviscerator|sustained hits 1|Melee|Melee|3|4|7|-2|2|
2737|8.0|1||Power fist||Melee|Melee|3|3|8|-2|2|
2737|9.0|1||Power weapon||Melee|Melee|4|3|5|-2|1|
2738|1.0|1||Bolt pistol|pistol|12|Ranged|1|2|4|0|1|
2738|2.0|1||Astartes chainsword||Melee|Melee|5|2|4|-1|1|
2739|1.0|1||Earthshaker cannon|blast, indirect fire|240|Ranged|D6+3|4|8|-2|2|
2739|2.0|1||Close combat weapons||Melee|Melee|3|4|3|0|1|
2740|1.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
2740|2.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
2740|3.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
2740|4.0|1||Multi-melta|melta 2|18|Ranged|2|4|9|-4|D6|
2740|5.0|1||Close combat weapon||Melee|Melee|2|4|6|0|1|
2741|1.0|1||Eradicator nova cannon|blast, ignores cover|36|Ranged|D3+6|4|7|-1|2|
2741|2.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
2741|3.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
2741|4.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
2741|5.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
2741|6.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
2741|7.0|1||Multi-melta|melta 2|18|Ranged|2|4|9|-4|D6|
2741|8.0|1||Plasma cannon  standard|blast|36|Ranged|D3|4|7|-2|1|
2741|9.0|2||Plasma cannon  supercharge|blast, hazardous|36|Ranged|D3|4|8|-3|2|
2741|10.0|1||Storm bolter|rapid fire 2|24|Ranged|2|4|4|0|1|
2741|11.0|1||Armoured tracks||Melee|Melee|6|4|7|0|1|
2742|1.0|1||Executioner plasma cannon  standard|blast|36|Ranged|D6+3|4|7|-2|2|
2742|2.0|2||Executioner plasma cannon  supercharge|blast, hazardous|36|Ranged|D6+3|4|8|-3|3|
2742|3.0|1||Heavy bolter|sustained hits 1|36|Ranged|3|4|5|-1|2|
2742|4.0|1||Heavy flamer|ignores cover, torrent|12|Ranged|D6||5|-1|1|
2742|5.0|1||Heavy stubber|rapid fire 3|36|Ranged|3|4|4|0|1|
2742|6.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
