datasheet_id|line|button|description|Unnamed: 4
2483|2||Any number of models can each have their Paragon war blade replaced with 1 Paragon war mace.|
2483|3||Any number of models can each have their heavy bolter replaced with one of the following:1 Ministorum heavy flamer1 multi-melta|
2484|1||This models Castigator autocannons can be replaced with 1 Castigator battle cannon.|
2484|2||This model can be equipped with 1 hunter-killer missile.|
2484|3||This model can be equipped with 1 storm bolter.|
2490|1||This model can be equipped with 1 thump gun.|
2491|1||This model can be equipped with 1 grot orderly.|
2494|1||For every 10 models in this unit, 1 Beast Snagga Boys slugga and choppa can be replaced with 1 thump gun and 1 close combat weapon.|
2496|1||For every 3 models in this unit, this unit can be equipped with 1 bomb squig.|
2499|1||This model can be equipped with up to 3 additional big shootas.|
2501|1||This model can be equipped with one of the following:2 lascannons2 inferno heavy bolters|
2501|2||This model can be equipped with one of the following:1 inferno combi-bolter1 inferno combi-weapon|
2501|3||This model can be equipped with 1 havoc launcher.|
2507|1||The Novitiate Superiors bolt pistol and boltgun can be replaced with one of the following:1 bolt pistol and 1 power weapon1 plasma pistol and 1 power weapon|
2507|2||1 Sister Novitiates autogun can be replaced with 1 sacred banner.|
2507|3||1 Sister Novitiates autogun can be replaced with 1 simulacrum imperialis.|
2507|4||Up to 2 Sisters Novitiate can each have their autogun replaced with 1 Ministorum flamer.|
2507|5||Any number of Sisters Novitiate can each have their autogun and close combat weapon replaced with 1 Novitiate melee weapons.|
2520|1||This models executioner greatblade can be replaced with one of the following:1 master-crafted boltgun and 1 close combat weapon1 Witchseeker flamer and 1 close combat weapon|
2523|1|||
2524|1||This model can be equipped with 1 hunter-killer missile.|
2528|1||This models monstrous bonesword and lash whip can be replaced with one of the following:1 heavy venom cannon1 stranglethorn cannon1 monstrous scything talons|
2531|1||The Voidreaver Felarchs shuriken pistol can be replaced with one of the following:1 neuro disruptor1 shuriken rifle|
2531|2||The Voidreaver Felarch can be equipped with:1 mistshield|
2531|3||Any number of Corsair Voidreavers in this unit can each have their shuriken pistol and power sword replaced with 1 shuriken rifle.|
2531|4||For every 5 models in this unit, 1 Corsair Voidreavers power sword or shuriken rifle can be replaced with one of the following:1 blaster1 shredder|
2531|5||If this unit contains 10 models, 1 Corsair Voidreavers shuriken rifle can be replaced with one of the following:1 shuriken cannon1 wraithcannon|
2532|1||Any number of Corsair Voidscarred can each have their shuriken pistol and power sword replaced with 1 shuriken rifle.|
2532|2||The Voidscarred Felarchs shuriken pistol can be replaced with one of the following:1 neuro disruptor1 shuriken rifle|
2532|3||The Voidscarred Felarch can be equipped with 1 mistshield.|
2532|4||For every 5 models in this unit, 1 Corsair  Voidscarreds shuriken rifle can be replaced with one of the following:1 blaster1 shredder|
2532|5||If this unit contains 10 models, 1 Corsair Voidscarreds shuriken rifle can be replaced with one of the following:1 shuriken cannon1 wraithcannon|
2532|6||If this unit contains 10 models, 1 Corsair Voidscarreds shuriken rifle can be replaced with 1 long rifle. |
2532|7||If this unit contains 10 models, 1 Corsair Voidscarreds power sword can be  replaced with 1 fusion pistol.|
2532|8||1 Corsair Voidscarred model equipped with a shuriken pistol and power sword can be equipped with 1 Faolch.|
2534|1||This models shuriken pistol can be replaced with one of the following:1 fusion pistol1 neuro disruptor|
2534|2||This model's Troupe Master's blade can be replaced with 1 Harlequin's special weapon.|
2535|1||This models shuriken pistol can be replaced with 1 neuro disruptor.|
2536|1||Any number of models can each have their Harlequins blade replaced with 1 Harlequins special weapon.|
2536|2||The Lead Players Harlequins blade can be replaced with 1 power sword.|
2536|3||If this unit contains 9 or fewer models:Up to 2 models can each have their shuriken pistol replaced with 1 neuro disruptorUp to 2 models can each have their shuriken pistol replaced with 1 fusion pistol|
2536|4||If this unit contains 10 or more models:Up to 4 models can each have their shuriken pistol replaced with 1 neuro disruptorUp to 4 models can each have their shuriken pistol replaced with 1 fusion pistol|
2539|1||Any number of models can each have their shuriken cannon replaced with 1 Skyweaver haywire cannon.|
2539|2||Any number of models can each have their star bolas replaced with 1 zephyrglaive.|
2540|1||This models Voidweaver haywire cannon can be replaced with 1 prismatic cannon.|
2562|1||This models diabolus heavy stubber can be replaced with 1 daemonbreath meltagun.|
2563|1||This models avenger chaincannon can be replaced with 1 daemonbreath spear.|
2563|2||This models diabolus heavy stubber can be replaced with 1 havoc multi-launcher.|
2563|3||This models slaughterclaw can be replaced with 1 reaper chaintalon.|
2564|1||This models diabolus heavy stubber can be replaced with 1 havoc multi-launcher.|
2565|1||This models diabolus heavy stubber can be replaced with 1 havoc multi-launcher.|
2566|1||This models diabolus heavy stubber can be replaced with 1 daemonbreath meltagun.|
2568|1||This model can be equipped with 1 ironhail heavy stubber.|
2568|2||This models 2 storm bolters can be replaced with 2 fragstorm grenade launchers.|
2568|3||This model can be equipped with one of the following:1 bellicatus missile array1 ironhail skytalon array1 orbital comms array1 shield dome|
2570|1||The Aspiring Champions boltgun can be replaced with one of the following:1 plasma pistol*1 accursed weapon1 Astartes chainsword1 heavy melee weapon|
2570|2||The Aspiring Champions bolt pistol can be replaced with one of the following:1 plasma pistol*1 accursed weapon1 Astartes chainsword1 heavy melee weapon|
2570|3||1 model can be equipped with 1 Chaos icon.|
2570|4||Any number of Legionaries can each have their boltgun replaced with 1 Astartes chainsword.|
2570|5||One Legionarys boltgun can be replaced with 1 heavy melee weapon.|
2570|6||One Legionarys boltgun can be replaced with 1 balefire tome.|
2570|7||For every 5 models in this unit, 1 Legionarys boltgun can be replaced with one of the following (duplicates are not allowed):1 plasma pistol and 1 Astartes chainsword1 flamer1 havoc autocannon1 heavy bolter1 lascannon1 meltagun1 missile launcher1 plasma gun1 reaper chaincannon |
2570|8|*|* Maximum 1 per model.|
2572|1||This model can be equipped with one of the following:2 heavy bolters2 lascannons|
2572|2||This model can be equipped with one of the following:1 combi-bolter1 combi-weapon|
2572|3||This model can be equipped with 1 Havoc launcher.|
2582|1||This models great axe of Khorne can be replaced with 1 axe of Khorne and one of the following:1 bloodflail1 lash of Khorne|
2583|1|||
2584|1||1 Pink Horror that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
2584|2||1 Pink Horror that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
2587|1||The Navis Sergeant-at-Arms Navis shotgun can be replaced with one of the following:1 autopistol and 1 chainsword1 bolt pistol and 1 power weapon|
2587|2||1 Navis Armsmans Navis las-volley can be replaced with one of the following:1 meltagun1 plasma gun|
2587|3||1 Navis Armsman's Navis shotgun can be replaced with 1 autopistol and 1 power weapon.|
2587|4||1 Navis Armsmans Navis shotgun can be replaced with 1 autopistol and 1 chainfist.|
2587|5||1 Navis Armsman can be equipped with 1 demolition charge.|
2588|1||The Kroot Kill-brokers Farstalker firearm can be replaced with 1 Tau-tech rifle.|
2588|2||1 Kroot Farstalkers Farstalker firearm can be replaced with one of the following:1 Dvorgite skinner1 Londaxi tribalest|
2588|3||1 Kroot Farstalker equipped with a Farstalker firearm can be equipped with 1 Pechra.|
2589|1|||
2590|1||Up to 3 Traitor Guardsmen can each have their lasgun replaced with one of the following (duplicates are not allowed):1 Cultist grenade launcher1 flamer1 meltagun1 plasma gun1 Cultist sniper rifle|
2590|2||The Traitor Sergeants close combat weapon can be replaced with one of the following:1 chainsword1 power weapon|
2590|3||The Traitor Sergeants corrupted pistol can be replaced with 1 boltgun.|
2591|1|||
2592|1|||
2594|1||This models Autoch-pattem combi-bolter can be replaced with 1 volkanite disintegrator.|
2594|2||This models forgewrought plasma axe can be replaced with 1 mass gauntlet.|
2594|3||This models rampart crest can be replaced with 1 teleport crest.|
2595|1||This models mass hammer can be replaced with 1 darkstar axe.|
2595|2||This models weavefield crest can be replaced with 1 teleport crest.|
2598|1||Any number of Hearthkyn Warriors can each have their Autoch-pattern bolter replaced with 1 ion blaster.|
2598|2||Up to 2 Hearthkyn Warriors can each have their  Autoch-pattern bolter or ion blaster replaced with one of the following (duplicates are not allowed):1 HYLas auto rifle1 HYLas rotary cannon1 L7 missile launcher1 EtaCarn plasma beamer1 magna-rail rifle|
2598|3||Up to 2 Hearthkyn Warriors can each have their Autoch-pattern bolter or ion blaster replaced with 1 plasma knife.|
2598|4||The Theyns Autoch-pattern bolter can be replaced with one of the following:1 ion blaster1 Theyns pistol|
2598|5||The Theyn can be equipped with 1 Theyns melee weapon.|
2599|1||All models in this unit can each have their EtaCarn plasma gun replaced with 1 volkanite disintegrator.|
2599|2||All models in this unit can each have their concussion gauntlet replaced with 1 plasma blade gauntlet.|
2599|3||The Hesyrs concussion gauntlet or plasma blade gauntlet can be replaced with 1 graviton hammer.|
2599|4||The Hesyrs weavefield crest can be replaced with 1 teleport crest.|
2600|1||All models in this unit can each have their heavy plasma axe replaced with 1 concussion maul.|
2600|2||For every 5 models in this unit, 1 model that is not equipped with a mole grenade launcher can have its heavy plasma axe or concussion maul replaced with 1 twin concussion gauntlet.|
2600|3||For every 5 models in this unit, 1 model that is not equipped with a twin concussion gauntlet or a mole grenade launcher can be equipped with 1 mole grenade launcher.*|
2600|4|*|* Designers Note: If a Cthonian Beserk is equipped with a mole grenade launcher, it will be accompanied by an L-COG unit: both models should be placed on the same base and together they act as a single model for all rules purposes.|
2601|1||For every 3 models in this unit, 1 model can be equipped with one of the following::1 HYLas rotary cannon1 ion beamer|
2601|2||1 model that is not equipped with either a HYLas rotary cannon or an ion beamer can be equipped with 1 multiwave comms array.*|
2601|3||1 model that is not equipped with either a HYLas rotary cannon or an ion beamer can be equipped with 1 panspectral scanner.*|
2601|4||1 model that is not equipped with either a HYLas rotary cannon or an ion beamer can be equipped with 1 rollbar searchlight.*|
2601|5|*|* A model can only take one of these options, and cannot be equipped with a HYLas rotary cannon or an ion beamer.|
2602|1||This models HYLas beam cannon can be replaced with one of the following:1 L7 missile launcher and 1 Sagitaur missile launcher1 MATR autocannon|
2603|1||All models in this unit can each have their bolt cannon replaced with 1 graviton blast cannon.|
2603|2||All models in this unit can each have their bolt cannon replaced with 1 SP conversion beamer.|
2604|1||This models 2 twin bolt cannons can be replaced with one of the following:1 twin bolt cannon and 1 twin ion beamer2 twin ion beamers|
2604|2||This models cyclic ion cannon can be replaced with one of the following:1 SP heavy conversion beamer1 heavy magna-rail cannon|
2604|3||This models panspectral scanner can be replaced with 1 Hekaton warhead.|
2607|1||This models chainsword can be replaced with one of the following:1 boltgun and 1 close combat weapon1 power fist1 power weapon|
2607|2||This models laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol|
2609|1||1 Cadian Veteran Guardsmans lasgun and regimental standard can be replaced with one of the following:1 flamer1 grenade launcher1 meltagun1 plasma gun|
2609|2||1 Cadian Veteran Guardsmans laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol|
2609|3||The Cadian Commanders laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol|
2609|4||1 Cadian Veteran Guardsman's chainsword can be replaced with one of the following:1 flamer and 1 close combat weapon1 grenade launcher and 1 close combat weapon1 meltagun and 1 close combat weapon1 plasma gun and 1 close combat weapon1 power fist1 power weapon|
2609|5||The Cadian Commanders chainsword can be  replaced with one of the following:1 power fist1 power weapon|
2610|1|||
2612|1||For every 10 models in this unit, up to 2 Shock Troopers can each have their lasgun replaced with one of the following*:1 flamer1 grenade launcher1 meltagun1 plasma gun|
2612|2||For every 10 models in this unit, 1 Shock Trooper equipped with a lasgun can be equipped with 1 vox-caster (that models lasgun cannot be replaced).|
2612|3||Any number of Shock Trooper Sergeants can each have their laspistol replaced with 1 bolt pistol.|
2612|4||Any number of Shock Trooper Sergeants can each have their laspistol and chainsword replaced with 1 Sergeant's autogun and 1 close combat weapon.|
2612|5|*|* You cannot select the same weapon more than once per unit unless it contains 20 models, in which case you cannot select the same weapon more than twice per unit.|
2613|1||For every 10 models in this unit, up to 2 Death Korps Troopers can each have their lasgun replaced with one of the following*:1 flamer1 grenade launcher1 long-las1 meltagun1 plasma gun|
2613|2||For every 10 models in this unit, 1 Death Korps Trooper equipped with a lasgun can be equipped with 1 Death Korps medi-pack (that models lasgun cannot be replaced)**.|
2613|3||For every 10 models in this unit, 1 Death Korps Trooper equipped with a lasgun can be equipped with 1 vox-caster (that models lasgun cannot be replaced).**|
2613|4||Any number of Death Korps Watchmasters can each replace their laspistol and chainsword with 1 boltgun and 1 close combat weapon.|
2613|5||Any number of Death Korps Watchmasters can each replace their chainsword with 1 power weapon.|
2613|6||Any number of Death Korps Watchmasters can each replace their laspistol with one of the following:1 bolt pistol1 plasma pistol|
2613|7|*|*  You cannot select the same option more than once per unit unless it contains 20 models, in which case you cannot select the same option more than twice per unit.|
2613|8|*|** A model can only take one of these options.|
2614|1||For every 5 models in this unit, 1 Jungle Fighters lasgun can be replaced with 1 flamer.|
2614|2||For every 10 models in this unit, 1 Jungle Fighter equipped with a lasgun can be equipped with 1 vox-caster (that models lasgun cannot be replaced).|
2615|1||Up to 4 Kasrkin Troopers can each have their hot-shot lasgun replaced with one of the following:*1 flamer1 grenade launcher1 hot-shot volley gun1 meltagun1 plasma gun|
2615|2||1 Kasrkin Troopers hot-shot lasgun can be replaced with 1 hot-shot marksman rifle.|
2615|3||1 Kasrkin Troopers hot-shot lasgun can be replaced with 1 hot-shot laspistol and 1 melta mine.|
2615|4||1 Kasrkin Trooper equipped with a hot-shot lasgun can be equipped with 1 vox-caster (that models hot-shot lasgun cannot be replaced).|
2615|5||The Kasrkin Sergeants chainsword can be replaced with 1 power weapon.|
2615|6||The Kasrkin Sergeants hot-shot laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol.|
2615|7|*|* You cannot select the same weapon from this list more than twice per unit.|
2616|1||For every 5 models in this unit, 1 models hunting lance can be replaced with 1 goad lance.|
2616|2||The Rough Rider Sergeant can be equipped with 1 power sabre.|
2617|1||This models twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.|
2617|2||This models castigator gatling cannon can be replaced with 1 pulveriser cannon.|
2617|3||This model can be equipped with one of the following:2 meltaguns2 additional heavy stubbers|
2617|4||This model can be equipped with one of the following:2 heavy bolters2 multi-meltas|
2619|1|||
2627|1||The Khorne Berzerker Champions bolt pistol can be replaced with 1 plasma pistol.|
2627|2||For every 5 models in this unit, 1 Khorne Berzerkers bolt pistol can be replaced with 1 plasma pistol.|
2627|3||For every 5 models in this unit, 1 Khorne Berzerkers chainblade can be replaced with 1 Khornate eviscerator.|
2627|4||1 model can be equipped with 1 icon of Khorne.|
2628|1||For every 10 models in this unit, 1 Jakhals chainblades can be replaced with 1 mauler chainblade.|
2628|2||Any number of Dishonoured models can each have their paired manglers replaced with 1 skullsmasher and mangler.|
2628|3||For every 10 models in this unit, 1 Jakhal can be equipped with 1 icon of Khorne.|
2629|1||For every 5 models in this unit, 1 Chaos Terminators combi-bolter can be replaced with one of the following:1 heavy flamer1 reaper autocannon|
2629|2||Any number of models can each have their combi-bolter replaced with 1 combi-weapon.|
2629|3||For every 5 models in this unit, 1 models combi-bolter and accursed weapon can be replaced with 1 paired accursed weapons.|
2629|4||For every 5 models in this unit, up to 3 models can each have their accursed weapon replaced with 1 power fist.|
2629|5||For every 5 models in this unit, 1 models accursed weapon can be replaced with 1 chainfist.|
2632|1||This models multi-melta can be replaced with one of the following:1 plasma cannon1 twin autocannon1 twin heavy bolter1 twin lascannon1 Helbrute fist|
2632|2||This models missile launcher can be replaced with one of the following:1 Helbrute fist1 Helbrute hammer1 power scourge|
2632|3||For each Helbrute fist this model is equipped with, it can be equipped with one of the following:1 combi-bolter1 heavy flamer|
2634|1||This model can be equipped with one of the following:1 combi-bolter1 combi-weapon|
2634|2||This model can be equipped with 1 havoc launcher.|
2635|1||This models twin heavy flamer can be replaced with one of the following:1 havoc launcher1 Defiler scourge|
2635|2||This models reaper autocannon can be replaced with one of the following:1 twin heavy bolter1 twin lascannon|
2635|3||This model can be equipped with one of the following:1 combi-bolter1 combi-weapon|
2636|1||This model can be equipped with one of the following:2 heavy bolters2 lascannons|
2636|2||This model can be equipped with 1 havoc launcher.|
2636|3||This model can be equipped with one of the following:1 combi-bolter1 combi-weapon|
2637|1||This model can be equipped with one of the following:2 heavy bolters2 lascannons|
2637|2||This model can be equipped with 1 havoc launcher.|
2637|3||This model can be equipped with one of the following:1 combi-bolter1 combi-weapon|
2638|1||This models 2 Hades autocannons can be replaced with 2 ectoplasma cannons.|
2638|2||This models Forgefiend jaws can be replaced with 1 ectoplasma cannon and 1 Forgefiend claws.|
2639|1||This models lasher tendrils can be replaced with 2 magma cutters.|
2640|1||This model can be equipped with one of the following:1 additional combi-bolter1 combi-weapon|
2640|2||This model can be equipped with 1 havoc launcher or can replace 1 combi-bolter with 1 havoc launcher.|
2641|1||This models Hades autocannon can be replaced with 1 baleflamer.|
2642|1||This models gorestorm cannon can be replaced with one of the following:1 daemongore cannon1 ichor cannon|
2642|2||This models Hades gatling cannon can be replaced with 1 skullhurler.|
2677|1||This models power fist can be replaced with one of the following:1 chainfist1 close combat weapon1 power weapon1 thunder hammer|
2677|2||This models storm bolter and power fist can be replaced with one of the following:1 twin lightning claws1 thunder hammer and 1 Terminator storm shield|
2678|1|||
2682|1|||
2683|1||Up to 2 Vigilants can each have their Arbites combat shotgun replaced with one of the following (duplicates are not allowed):1 executioner shotgun1 Arbites grenade launcher1 heavy stubber1 webber|
2683|2||The Proctor-Vigilant can be equipped with 1 nuncio aquila.|
2684|1||The Proctor-Subductor can be equipped with 1 nuncio aquila.|
2685|1||Up to 2 Exaction Vigilants can each have their Arbites combat shotgun replaced with one of the following (duplicates are not allowed):1 executioner shotgun1 Arbites grenade launcher1 heavy stubber1 webber|
2685|2||1 Exaction Vigilant that is equipped with an Arbites combat shotgun can be equipped with 1 excruciator maul.*|
2685|3||1 other Exaction Vigilant that is equipped with an Arbites combat shotgun can be equipped with 1 Arbites medi-kit.*|
2685|4||1 other Exaction Vigilant that is equipped with an Arbites combat shotgun can be equipped with 1 soulguilt scanner.*|
2685|5||The Proctor-Exactant can be equipped with 1 nuncio aquila.|
2685|6|*|* That models Arbites combat shotgun cannot be replaced.|
2688|1|||
2692|1||Any number of models can each have their devourer replaced with one of the following:1 deathspitter1 spinefists|
2692|2||For every 3 models in this unit, 1 models devourer can be replaced with 1 barbed strangler.|
2692|3||For every 3 models in this unit, 1 models devourer can be replaced with 1 venom cannon.|
2694|1|||
2700|1||This models 2 Astraeus las-rippers can be replaced with 2 plasma eradicators.|
2700|2||This models twin heavy bolter can be replaced with 1 twin lascannon.|
2700|3||This model can be equipped with 1 ironhail heavy stubber.|
2702|1||This models bolt pistol can be replaced with one of the following:1 combi-weapon1 hand flamer1 inferno pistol1 master-crafted boltgun1 plasma pistol1 storm bolter1 relic shield*1 relic weapon1 power fist1 thunder hammer|
2702|2||This models Astartes chainsword can be replaced with one of the following:1 close combat weapon and 1 relic shield*1 power fist1 relic weapon|
2702|3||This models bolt pistol and Astartes chainsword can be replaced with 1 twin lightning claws.|
2702|4|*|* Maximum one per model.|
2703|1||Any number of models can each have their twin flamer replaced with 1 twin meltagun.|
2703|2||Any number of models can each have their Centurion bolters replaced with 1 Centurion assault launcher.|
2704|1||This models 2 quad lascannons can be replaced with 2 laser destroyers.|
2704|2||This models twin heavy bolter can be replaced with 1 twin heavy flamer|
2704|3||This model can be equipped with one of the following:1 heavy bolter1 heavy flamer1 multi-melta1 storm bolter|
2705|1||This models 2 storm bolters can be replaced with 2 fragstorm grenade launchers.|
2705|2||This model can be equipped with 1 ironhail heavy stubber.|
2705|3||This model can be equipped with 1 Icarus rocket pod.|
2706|1||This models seismic hammer can be replaced with 1 Dreadnought chainfist.|
2706|2||This models Dreadnought combat weapon and storm bolter can be replaced with 1 hurricane bolter.|
2706|3||This models storm bolter can be replaced with 1 heavy flamer.|
2706|4||This models meltagun can be replaced with 1 heavy flamer.|
2706|5||This model can be equipped with up to 2 hunter-killer missiles.|
2706|6||This model can be equipped with 1 Ironclad assault launchers.|
2710|1||This model can be equipped with 1 storm bolter.|
2710|2||This model can be equipped with 1 hunter-killer missile.|
2711|1||This models heavy bolter can be replaced with 1 multi-melta.|
2712|1||An Invader ATVs onslaught gatling cannon can be replaced with 1 multi-melta.|
2714|1||This model can be equipped with one of the following:2 heavy bolters2 lascannons|
2714|2||This model can be equipped with 1 hunter-killer missile.|
2714|3||This model can be equipped with 1 storm bolter.|
2715|1||This model can be equipped with one of the following:2 heavy bolters2 lascannons|
2715|2||This model can be equipped with 1 hunter-killer missile.|
2715|3||This model can be equipped with 1 storm bolter.|
2717|1||This model can be equipped with 1 Icarus rocket pod.|
2717|2||This models heavy flamer can be replaced with 1 onslaught gatling cannon.|
2717|3||This models heavy onslaught gatling cannon can be replaced with 1 macro plasma incinerator.|
2717|4||This models twin fragstorm grenade launcher can be replaced with 1 twin storm bolter.|
2718|1||All models in this unit can each have their combat knife replaced with 1 bolt carbine and 1 close combat weapon.|
2718|2||If the Reiver Sergeant is equipped with 1 bolt carbine, it can be equipped with 1 combat knife.|
2718|3||All models in this unit can each be equipped with 1 Reiver grav-chute.|
2718|4||All models in this unit can each be equipped with 1 grapnel launcher.|
2719|1||Each of this models heavy plasma cannons can be replaced with one of the following:1 conversion beam cannon1 kheres-pattern assault cannon1 multi-melta1 twin autocannon1 twin heavy bolter1 twin lascannon1 twin volkite culverin1 Dreadnought chainfist and 1 combi-bolter1 Dreadnought combat weapon and 1 combi-bolter|
2719|2||Each of this models combi-bolters can be replaced with one of the following:1 graviton blaster1 heavy flamer1 plasma blaster|
2719|3||This model can be equipped with 1 cyclone missile launcher. |
2720|1||This models twin heavy bolter can be replaced with one of the following:1 multi-melta1 twin assault cannon1 twin lascannon|
2720|2||This model can be equipped with 1 hunter-killer missile.|
2720|3||This model can be equipped with 1 storm bolter.|
2721|1||This models twin heavy bolter can be replaced with 1 twin lascannon.|
2721|2||This models heavy onslaught gatling cannon can be replaced with 1 las-talon.|
2722|1||This models macro plasma incinerator can be replaced with 1 heavy laser destroyer.|
2722|2||This model can be equipped with 1 ironhail heavy stubber.|
2722|3||This model can be equipped with 1 Icarus rocket pod.|
2723|1||This model can be equipped with 1 hunter-killer missile.|
2724|1|||
2725|1|||
2727|1||This model can be equipped with 1 hunter-killer missile.|
2727|2||This model can be equipped with 1 storm bolter.|
2728|1||This model can be equipped with 1 hunter-killer missile.|
2728|2||This model can be equipped with 1 storm bolter.|
2729|1|||
2731|1||This models Enforcer pistol can be replaced with one of the following:1 autogun1 lasgun1 shotgun|
2731|2||This models Enforcer melee weapon can be replaced with one of the following:1 power fist1 power weapon|
2732|1||Any numbers of models heavy stubbers can each be replaced with one of the following:1 autocannon1 heavy bolter1 lascannon1 missile launcher1 mortar|
2733|1|||
2734|1||One models Ogryn weapon can be replaced with 1 Ogryn power drill.|
2735|1|||
2736|1||Any number of models can each have their twin big shoota replaced with one of the following:1 kopta rockets1 kustom mega-blasta|
2736|2||Any number of models can each be equipped with 1 killsaw.|
2737|1||For every 5 models in this unit, 1 models heavy bolt pistol can be replaced with 1 plasma pistol.|
2737|2||For every 5 models in this unit, 1 models Astartes chainsword can be replaced with 1 eviscerator.|
2737|3||1 models Astartes chainsword can be replaced with one of the following:1 power fist1 power weapon|
2737|4||For every 5 models in this unit, 1 models heavy bolt pistol and Astartes chainsword can be replaced with one of the following:1 hand flamer and 1 Astartes chainsword1 hand flamer and 1 power fist1 hand flamer and 1 power weapon1 heavy bolt pistol and 1 power fist1 heavy bolt pistol and 1 power weapon1 inferno pistol and 1 Astartes chainsword1 inferno pistol and 1 power fist1 inferno pistol and 1 power weapon1 plasma pistol and 1 Astartes chainsword1 plasma pistol and 1 power fist1 plasma pistol and 1 power weapon|
2738|1|||
2739|1|||
2740|1||This model can be equipped with 1 hunter-killer missile.|
2740|2||This model can be equipped with one of the following:1 heavy flamer1 multi-melta|
2741|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
2741|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
2741|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
2741|4||This model can be equipped with 1 hunter-killer missile.|
2742|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
2742|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
2742|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
2742|4||This model can be equipped with 1 hunter-killer missile.|
2743|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
2743|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
2743|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
2743|4||This model can be equipped with 1 hunter-killer missile.|
2744|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
2744|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
2744|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
2744|4||This model can be equipped with 1 hunter-killer missile.|
2745|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
2745|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
2745|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
2745|4||This model can be equipped with 1 hunter-killer missile.|
2746|1||For every 5 models in this unit, up to two Tempestus Scions can each have their hot-shot lasgun replaced with one of the following*:1 flamer1 grenade launcher1 hot-shot volley gun1 meltagun1 plasma gun|
2746|2||1 Tempestus Scions hot-shot lasgun can be replaced with 1 hot-shot laspistol and 1 vox-caster.|
2746|3||The Tempestors chainsword can be replaced with one of the following:1 power fist1 power weapon|
2746|4||The Tempestors hot-shot laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol|
2746|5|*|* You cannot select the same weapon from this list more than once per unit, unless this unit contains 10 models, in which case you cannot select the same weapon more than twice  per unit.|
2748|1||For every 3 models in this unit, 1 models plasma talon can be replaced with 1 Astartes grenade launcher.|
2755|1||This model can be equipped with 1 Prosperine khopesh.|
2758|1|||
2759|1||This models shuriken pistol can be replaced with one of the following:1 death spinner1 Dragon fusion gun1 Dragon fusion pistol1 Reaper launcher|
2759|2||This models star glaive can be replaced with one of the following:1 Banshee blade1 Scorpion chainsword|
2760|1||This models storm bolter can be replaced with 1 combi-weapon.|
2760|2||This models blessed wardings can be replaced with 1 psychic gifts and 1 psychic shock wave.|
2760|3||If this model is equipped with 1 psychic gifts, its Inquisitorial melee weapon can be replaced with 1 force weapon.|
2760|4||If this model is equipped with 1 psychic gifts, its storm bolter can be replaced with 1 psycannon.|
2761|1||The Legionnaire Sergeants boltgun can be replaced with one of the following:1 bolt pistol and 1 power weapon1 plasma pistol and 1 power weapon1 bolt pistol and 1 Astartes chainsword1 plasma pistol and 1 Astartes chainsword|
2761|2||One Legionnaires boltgun can be replaced with one of the following:1 heavy flamer1 multi-melta|
2761|3||One Legionnaires boltgun can be replaced with one of the following:1 flamer1 meltagun1 plasma gun|
2763|1|||
2764|1|||
2766|1|||
2767|1||For every 5 Inquisitorial Agents in this unit, it can be equipped with 1 Tome-skull.|
2767|2||For every 5 Inquisitorial Agents in this unit, 1 Inquisitorial Agent can be equipped with 1 plasma pistol.**|
2767|3||For every 5 Inquisitorial Agents in this unit, 1 Inquisitorial Agent can be equipped with 1 eviscerator.**|
2767|4||For every 5 Inquisitorial Agents in this unit, 1 Inquisitorial Agent can be equipped with 1 mystic stave.**|
2767|5||Any number of Gun Servitors can each have their heavy bolter replaced with one of the following:1 multi-melta1 plasma cannon|
2767|6|*|**The some model cannot be equipped with more than one of these wargear options.|
2768|1||This model can be equipped with 1 hunter-killer missile.|
2768|2||This model can be equipped with 1 storm bolter.|
