datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
1036|5|||Glamour of Tzeentch (Aura, Psychic)|"While a friendly Thousand Sons Infantry unit is within 6"" of this model, models in that unit have the Stealth ability."|Datasheet||
1037|1|8346.0||||Core||
1037|2|8396.0||||Faction||
1037|3|||Chaos Lord|While this model is leading a unit, each time a model in that unit makes an attack, re-roll a Hit roll of 1.|Datasheet||
1037|4|||Desiccation Conduit (Aura)|While an enemy unit is within Contagion Range of this model, at the end of the turn, roll one D6: on a 4+, that enemy unit suffers D3 mortal wounds.|Datasheet||
1038|1|8343.0||||Core||
1038|2|8346.0||||Core||
1038|3|8396.0||||Faction||
1038|4|||Chaos Lord|While this model is leading a unit, each time a model in that unit makes an attack, re-roll a Hit roll of 1.|Datasheet||
1038|5|||Desiccation Conduit (Aura)|While an enemy unit is within Contagion Range of this model, at the end of the turn, roll one D6: on a 4+, that enemy unit suffers D3 mortal wounds.|Datasheet||
1041|1|8343.0||||Core||
1041|2|8346.0||||Core||
1041|3|8396.0||||Faction||
1041|4|||Putrescent Vitality (Psychic)|At the start of the Fight phase, you can roll one D6: on a 1, this PSYKERs unit suffers D3 mortal wounds; on a 2+, until the end of the phase, each time an attack is allocated to a model in this PSYKERs unit, subtract 1 from the Damage characteristic of that attack.|Datasheet||
1041|5|||Pestilent Familiar (Psychic)|Once per battle, after selecting targets for a Psychic weapon equipped by this model, until the end of the phase, improve the Strength and Damage characteristics of that weapon by 2. Designers Note: Place a Pestilent Familiar token next to this model, removing it once this ability has been used.|Datasheet||
1043|1|8344.0||||Core|"6"""|
1043|2|8396.0||||Faction||
1044|1|8396.0||||Faction||
1044|2|||Infused with the Blessings of Nurgle|In your Shooting phase, each time this unit is selected to shoot, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the start of your next turn, that enemy unit is Afflicted.|Datasheet||
1044|3|||Icon of Despair (Aura)|"While an enemy unit is within 6"" of the bearer, worsen the Leadership characteristic of models in that unit by 1."|Wargear||
1045|1|8396.0||||Faction||
1045|2|||Diseased Icon|Melee weapons in the bearers unit have the [LETHAL HITS] ability.|Wargear||
1045|3|||Infectious Bloodshed|Each time this unit makes a Charge move, until the end of the turn, weapons equipped by models in this unit have the [SUSTAINED HITS 1] ability.|Datasheet||
1045|4|||POSSESSED|For the purposes of embarking within Transports, each DEATH GUARD POSSESSED model counts as one Terminator model.|Special ( )||
1046|1|8339.0||||Core|1|
1046|2|8396.0||||Faction||
1046|3|||Diseased Malice|Each time this model makes an attack that targets an Afflicted unit, add 1 to the Wound roll.|Datasheet||
1046|4|||Froth-spattered Frenzy|If this model is equipped with two melee weapons in addition to its close combat weapon, add 2 to the Attacks characteristic of those two weapons.|Datasheet||
1047|1|8339.0||||Core|D3|
1047|2|8334.0||||Core|2|
1047|3|8396.0||||Faction||
1047|4|||Fire Support|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, each time a friendly model that disembarked from this TRANSPORT this turn makes an attack that targets that enemy unit, you can re-roll the Wound roll.|Datasheet||
1048|1|8339.0||||Core|1|
1048|2|8338.0||||Core|5+|
1048|3|8344.0||||Core|"6"""|
1048|4|8396.0||||Faction||
1048|5|||Lethal Ichor|Each time a melee attack is allocated to a model in this unit, after the attacking unit has finished making its attacks, roll one D6 (to a maximum of six D6 per attacking unit): for each 4+, the attacking unit suffers 1 mortal wound.|Datasheet||
1049|1|8339.0||||Core|D6|
1049|2|8396.0||||Faction||
1049|3|||Assault Ramp|Each time a unit disembarks from this model after it has made a Normal move, that unit is still eligible to declare a charge this turn.|Datasheet||
1050|1|8339.0||||Core|D3|
1050|2|8396.0||||Faction||
1050|3|||Metalophagic Infection|In your Shooting phase, after this model has shot, select one enemy MONSTER or VEHICLE unit hit by one or more of those attacks. Roll one D6, adding 1 to the result if that unit is Afflicted; on a 5+, that unit suffers D3 mortal wounds.|Datasheet||
1051|1|8339.0||||Core|D3|
1051|2|8396.0||||Faction||
1051|3|||Scuttling Walker|"Each time this model makes a Normal, Advance or Fall Back move, it can move through friendly MONSTER and VEHICLE models and terrain features that are 4"" or less in height."|Datasheet||
1051|4|||Barrage of Filth|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, that unit cannot have the Benefit of Cover.|Datasheet||
1052|1|8339.0||||Core|D3|
1052|2|8396.0||||Faction||
1052|3|||Death Guard Defenders|"While this model is within 3"" of one or more friendly Death Guard Infantry units, this model has the Lone Operative ability."|Datasheet||
1052|4|||Fevered Strategist|"Once per battle round, one model from your army with this ability can use it when a friendly Death Guard unit within 12"" of that model is targeted with a Stratagem. If it does, reduce the CP cost of that usage of that Stratagem by 1CP."|Datasheet||
1052|5|||Miasma of Pestilence (Aura)|"While a friendly Death Guard unit is within 6"" of this model, each time a ranged attack targets that unit, models in that unit have the Benefit of Cover against that attack."|Datasheet||
1053|1|8343.0||||Core||
1053|2|8346.0||||Core||
1053|3|8396.0||||Faction||
1053|4|||The Destroyer Hive|While this model is leading a unit, each time a melee attack targets that unit, subtract 1 from the Hit roll.|Datasheet||
1053|5|||Eater Plague (Psychic)|"In your Shooting phase, you can select one enemy unit within 18"" of and visible to this PSYKER (excluding units with the Lone Operative ability that are not part of an Attached unit and are not within 12"" of this PSYKER) and roll one D6: on a 1, this PSYKERs unit suffers D3 mortal wounds; on a 2-5, that enemy unit suffers D6 mortal wounds; on a 6, that enemy unit suffers D3+3 mortal wounds."|Datasheet||
1054|1|8343.0||||Core||
1054|2|8346.0||||Core||
1054|3|8396.0||||Faction||
1054|4|||Vector of Disease|While this model is leading a unit, melee weapons equipped by models in that unit have the [SUSTAINED HITS 1] and [LANCE] abilities.|Datasheet||
1054|5|||Unholy Resilience|The first time a model with this ability is destroyed in a battle round, roll one D6 at the end of the phase. On a 2+, set that model back up on the battlefield, as close as possible to where it was destroyed and not within Engagement Range of any enemy units, with 3 wounds remaining. Each model can only be set up in this way once per battle.|Datasheet||
1055|1|8346.0||||Core||
1055|2|8396.0||||Faction||
1055|3|||Gift of Contagion (Psychic)|While this model is leading a unit, each time a model in that unit makes an attack that targets a unit that is Afflicted, that attack has the [SUSTAINED HITS 1] ability.|Datasheet||
1055|4|||Pestilent Fallout (Psychic)|"In your Shooting phase, after this model has shot, select one enemy INFANTRY unit hit by one or more of those attacks made with its Plague Wind. Until the end of your opponents next turn, that unit is enfeebled. While a unit is enfeebled, subtract 2"" from the Move characteristic of models in that unit."|Datasheet||
1056|1|8345.0||||Core||
1056|2|8338.0||||Core|5+|
1056|3|8396.0||||Faction||
1056|4|||Curse of the Walking Pox|Each time a POXWALKER model in this unit makes an attack that destroys an enemy model (excluding MONSTER and VEHICLE models), after this unit has resolved its attacks, you can return one destroyed POXWALKER model to this unit.While Typhus is leading this unit, enemy models destroyed as a result of TYPHUS Eater Plague ability count as enemy models destroyed by an attack made by a POXWALKER model in this unit for the purposes of this ability.|Datasheet||
1057|1|8339.0||||Core|D3|
1057|2|8396.0||||Faction||
1057|3|||Hovering Death|This model is eligible to shoot and declare a charge in a turn in which it Fell Back.|Datasheet||
1058|1|8346.0||||Core||
1058|2|8396.0||||Faction||
1058|3|||Sickening Vitality|"While this model is leading a unit, add 1"" to the Move characteristic of models in that unit and you can re-roll Advance and Charge rolls made for that unit."|Datasheet||
1058|4|||Tocsin of Misery (Aura)|"In the Battle-shock step of your opponents Command phase, if an enemy unit that is below its Starting Strength is within 9"" of this model, that enemy unit must take a Battle-shock test, subtracting 1 from that test if it is a PSYKER unit."|Datasheet||
1094|1|8339.0||||Core|D6+2|
1094|2|8512.0||||Faction||
1094|3|8513.0||||Faction||
1094|4|||Searing Flames|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks made with an Acheron flame cannon. Until the end of the phase, that enemy unit cannot have the Benefit of Cover.|Datasheet||
1094|5|||Unrestrained Terror (Aura)|"While a friendly War Dog model is within 6"" of this model, it is affected by this ability. At the start of the Fight phase, each enemy unit within Engagement Range of one or more WAR DOG units affected by this ability must take a Battle-shock test."|Datasheet||
1095|1|8339.0||||Core|D6+2|
1095|2|8512.0||||Faction||
1095|3|8513.0||||Faction||
1095|4|||Shock Charge|You can target this model with the Tank Shock Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this phase.|Datasheet||
1095|5|||Dark Fervour (Aura)|"While a friendly War Dog model is within 6"" of this model, ranged weapons equipped by that War Dog model have the [ASSAULT] ability."|Datasheet||
1096|1|8339.0||||Core|D6+2|
1096|2|8512.0||||Faction||
1096|3|8513.0||||Faction||
1096|4|||Storm of Bolts|In your Shooting phase, after this model has shot, select one unit (excluding MONSTERS and VEHICLES) hit by one or more of those attacks. Until the start of your next turn, while this model is on the battlefield, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the Hit roll.|Datasheet||
1096|5|||Offerings for the Dark Gods (Aura)|"While a friendly War Dog model is within 6"" of this model, ranged weapons equipped by that WAR DOG model have the [SUSTAINED HITS 1] ability."|Datasheet||
1097|1|8339.0||||Core|D6+2|
1097|2|8512.0||||Faction||
1097|3|8513.0||||Faction||
1097|4|||Macro-extinction Protocols|Each time this model makes an attack that targets a MONSTER or VEHICLE unit, add 1 to the Hit roll. If that target is TITANIC or TOWERING, add 1 to the Wound roll as well.|Datasheet||
1097|5|||Consumed with Hunger (Aura)|"While a friendly War Dog model is within 6"" of this model, each time that WAR DOG model makes an attack that targets a TITANIC or TOWERING unit, you can re-roll the Hit roll."|Datasheet||
1098|1|8339.0||||Core|D6|
1098|2|8512.0||||Faction||
1098|3|8513.0||||Faction||
1098|4|||Huntmaster (Aura)|"While a friendly War Dog model is within 6"" of this model, ranged weapons equipped by that WAR DOG model have the [ASSAULT] ability."|Datasheet||
1098|5|||Repair Auto-simulacra|At the end of your Command phase, this model regains up to D3 lost wounds.|Datasheet||
1099|1|8339.0||||Core| 2D6|
1099|2|8512.0||||Faction||
1099|3|8513.0||||Faction||
1099|4|||Bastion of Firepower|Each time this model Remains Stationary, until the end of the turn, ranged weapons equipped by this model have the [LETHAL HITS] ability.|Datasheet||
1100|1|8339.0||||Core|D6|
1100|2|8512.0||||Faction||
1100|3|8513.0||||Faction||
1100|4|||Preysight (Aura)|"While a friendly War Dog model is within 6"" of this model, ranged weapons equipped by that WAR DOG model have the [IGNORES COVER] ability."|Datasheet||
1100|5|||Grav-pinned|In your Shooting phase, after this model has shot, if an enemy INFANTRY unit was hit by one or more of those attacks made with a graviton crusher, until the end of your opponents next turn, that enemy unit is grav-pinned. While a unit is grav-pinned, subtract 2 from that units Move characteristic and subtract 2 from Charge rolls made for that unit.|Datasheet||
1104|1|8343.0||||Core||
1104|2|8346.0||||Core||
1104|3|8433.0||||Faction||
1104|4|||Pack Leader|While this model is leading a unit, you can re-roll Advance and Charge rolls made for that unit.|Datasheet||
1104|5|||Prey of the Blood God|At the start of the first battle round, select one enemy unit to be this models prey. Each time a model in this models unit makes a melee attack that targets its prey, you can re-roll the Wound roll. Each time this models prey is destroyed, select one new enemy unit to be this models prey.|Datasheet||
1104|6|||Brass Collar of Bloody Vengeance|The bearer has the Feel No Pain 3+ ability against Psychic Attacks and mortal wounds.|Wargear||
1105|1|8339.0||||Core|D6|
1105|2|8343.0||||Core||
1105|3|8433.0||||Faction||
1105|4|||Greater Daemon of Khorne (Aura)|"While a friendly Khorne Legiones Daemonica unit is within 6"" of this model, that unit is within your armys Shadow of Chaos."|Datasheet||
1105|5|||Rage Embodied (Aura)|"While a friendly Khorne Legiones Daemonica unit is within 6"" of this model, add 1 to the Attacks characteristic of melee weapons equipped by models in that unit."|Datasheet||
1105|6|||Murderlust|This unit is eligible to declare a charge in a turn in which it Advanced.|Datasheet||
1106|1|8343.0||||Core||
1106|2|8346.0||||Core||
1106|3|8433.0||||Faction||
1106|4|||Lord of Decapitations|While this model is leading a unit, melee weapons equipped by models in that unit have the [DEVASTATING WOUNDS] ability.|Datasheet||
1106|5|||Skulls for Khorne|Each time this model makes an attack that targets a Character unit, you can re-roll the Hit roll and you can re-roll the Wound roll. Each time this model destroys an enemy Character unit, you gain 1CP.|Datasheet||
1111|1|8343.0||||Core||
1111|2|8433.0||||Faction||
1111|3|||Blood Throne|"At the start of the Fight phase, select one enemy unit within 18"" of and visible to this model. Until the end of the phase, each time a friendly Khorne Legiones Daemonica unit makes an attack that targets that unit, improve the Strength, Armour Penetration and Damage characteristics of that attack by 1."|Datasheet||
1111|4|||Champion Slayer|Each time this model makes a melee attack that targets a CHARACTER or MONSTER unit, you can re-roll the Wound roll. Each time this model destroys an enemy CHARACTER or MONSTER unit, this model regains up to D6 lost wounds.|Datasheet||
1112|1|8343.0||||Core||
1112|2|8433.0||||Faction||
1112|3|||Collar of Khorne|The bearer has the Feel No Pain 3+ ability against Psychic Attacks.|Wargear||
1112|4|||Hunters from the Warp|At the end of your opponents turn, if this unit is not within Engagement Range of one or more enemy units, you can remove it from the battlefield and place it into Strategic Reserves.|Datasheet||
1114|1|8343.0||||Core||
1114|2|8433.0||||Faction||
1114|3|||Daemonic Icon|Models in the bearers unit have a Leadership characteristic of 6+.|Wargear||
1114|4|||Instrument of Chaos|Add 1 to Charge rolls made for the bearers unit.|Wargear||
1114|5|||Bane of Cowards|Each time an enemy unit (excluding MONSTERS and VEHICLES) within Engagement Range of one or more units from your army with this ability Falls Back, models in that enemy unit must take Desperate Escape tests. When doing so, if that enemy unit is also Battle-shocked, subtract 1 from each of those Desperate Escape tests.|Datasheet||
1115|1|8343.0||||Core||
1115|2|8433.0||||Faction||
1115|3|||Daemonic Icon|Models in the bearers unit have a Leadership characteristic of 6+.|Wargear||
1115|4|||Instrument of Chaos|Add 1 to Charge rolls made for the bearers unit.|Wargear||
1115|5|||Brass Stampede|Each time this unit ends a Charge move, select one enemy unit within Engagement Range of this unit and roll one D6 for each model in this unit: for each 4+, that enemy unit suffers D3 mortal wounds.|Datasheet||
1116|1|8343.0||||Core||
1116|2|8433.0||||Faction||
1116|3|||Skulls of the Fallen|In your Shooting phase, after this model has shot, select one enemy unit that was hit by one or more of those attacks. That unit must take a Battle-shock test.|Datasheet||
1117|1|8339.0||||Core|D6|
1117|2|8343.0||||Core||
1117|3|8433.0||||Faction||
1117|4|||Greater Daemon of Tzeentch (Aura)|"While a friendly Tzeentch Legiones Daemonica unit is within 6"" of this model, that unit is within your armys Shadow of Chaos."|Datasheet||
1117|5|||One Head Looks Forward|At the end of your Command phase, if this model is on the battlefield, take a Leadership test for this model; if that test is passed, you gain 1CP.|Datasheet||
1117|6|||One Head Looks Back (Aura)|"Each time your opponent targets a unit from their army with a Stratagem, if that unit is within 12"" of this model, increase the cost of that use of that Stratagem by 1CP (this is not cumulative with any other rules that would increase the CP cost of that Stratagem)."|Datasheet||
1118|1|8343.0||||Core||
1118|2|8336.0||||Core||
1118|3|8337.0||||Core||
1118|4|8433.0||||Faction||
1118|5|||Formless Horror|Each time an enemy unit wishes to select this model as the target of an attack, that unit must first take a Battle-shock test. If that test is failed, in addition to being Battle-shocked, that enemy unit cannot target this model this phase.|Datasheet||
1118|6|||Mischief and Confusion|"At the start of your opponents Shooting phase, select one enemy unit within 12"" of and visible to this model and roll one D6: on a 2-5, until the end of the phase, each time a model in that enemy unit makes an attack, subtract 1 from the Hit roll; on a 6, that enemy unit is not eligible to shoot this phase."|Datasheet||
1119|1|8343.0||||Core||
1119|2|8336.0||||Core||
1119|3|8433.0||||Faction||
1119|4|||Ptarixs Sorcerous Syphon (Aura)|"While an enemy unit is within 12"" of this model, each time a model in that unit makes a Psychic Attack, subtract 1 from the Wound roll."|Datasheet||
1119|5|||Xiratps Sorcerous Barrages (Psychic)|"At the end of your Movement phase, roll one D6 for each enemy unit within 6"" of this model: on a 2-3, that unit suffers 1 mortal wound; on a 4-5, that unit suffers D3 mortal wounds; on a 6, that unit suffers D6 mortal wounds."|Datasheet||
1120|1|8339.0||||Core|D6|
1120|2|8343.0||||Core||
1120|3|8433.0||||Faction||
1120|4|||Daemon Lord of Tzeentch (Aura)|"While a friendly Tzeentch Legiones Daemonica unit is within 6"" of this model, each time a model in that unit makes a ranged attack, add 1 to the Strength characteristic of that attack."|Datasheet||
1120|5|||Master of Magicks (Psychic)|In your Shooting phase, select one of the following abilities: [IGNORES COVER]; [LETHAL HITS]; [SUSTAINED HITS D3]. Until the end of the phase, this models Bolt of Change has that ability.|Datasheet||
1120|6|||Greater Daemon of Tzeentch (Aura)|"While a friendly Tzeentch Legiones Daemonica unit is within 6"" of this model, that unit is within your armys Shadow of Chaos."|Datasheet||
1125|1|8343.0||||Core||
1125|2|8433.0||||Faction||
1125|3|||Bounding Leaps|This unit is eligible to shoot in a turn in which it Fell Back.|Datasheet||
1126|1|8343.0||||Core||
1126|2|8346.0||||Core||
1126|3|8433.0||||Faction||
1126|4|||Blazing Warpfire (Psychic)|While this model is leading a unit, ranged weapons equipped by models in that unit have the [ASSAULT] ability.|Datasheet||
1126|5|||Flames of Change (Psychic)|"In your Shooting phase, after this model has shot, select one enemy unit (excluding MONSTERS and VEHICLES) hit by one or more of those attacks, and roll one D6. On a 4+, until the end of your opponents next turn, that enemy unit is aflame. While a unit is aflame, subtract 2"" from its Move characteristic and subtract 2 from Advance and Charge rolls made for it."|Datasheet||
1126|6|||MANIFESTATION OF DESTRUCTION|This model cannot be your Warlord and cannot be given Enhancements.|Special ( )||
1127|1|8343.0||||Core||
1127|2|8433.0||||Faction||
1127|3|||Slashing Dive|In your Movement phase, after this unit ends a Normal move, you can select one enemy unit it moved over during that move and roll one D6 for each model in this unit: for each 4+, that enemy unit suffers 1 mortal wound.|Datasheet||
1128|1|8343.0||||Core||
1128|2|8433.0||||Faction||
1128|3|||Eldritch Flames (Psychic)|In your Shooting phase, after this model has shot, select one enemy unit that was hit by one or more of those attacks. Until the end of the phase, that unit cannot have the Benefit of Cover.|Datasheet||
1129|1|8343.0||||Core||
1129|2|8346.0||||Core||
1129|3|8433.0||||Faction||
1129|4|||Blessed by the Plague God|While this model is leading a unit, models in that unit have a 4+ invulnerable save.|Datasheet||
1129|5|||Tally of Pestilence|Keep a tally of how many enemy models are destroyed by Nurgle Legiones Daemonica models from your army during the battle. At the start of your Command phase, if this tally is 7 or more, you gain 1CP and the tally is reset to 0.|Datasheet||
1130|1|8339.0||||Core|D6|
1130|2|8343.0||||Core||
1130|3|8338.0||||Core|6+|
1130|4|8433.0||||Faction||
1130|5|||Greater Daemon of Nurgle (Aura)|"While a friendly Nurgle Legiones Daemonica unit is within 6"" of this model, that unit is within your armys Shadow of Chaos."|Datasheet||
1130|6|||Daemon Lord of Nurgle (Aura)|"While a friendly Nurgle Legiones Daemonica unit is within 6"" of this model, add 1 to the Toughness characteristic of models in that unit."|Datasheet||
1130|7|||Nurgles Rot (Psychic)|"At the end of your Movement phase, you can select one enemy unit within 12"" of this model. Until the start of your next Movement phase, subtract 1 from the Toughness characteristic of models in that unit."|Datasheet||
1130|8|||Reverberating Summons|"Each time a model is destroyed by this weapon, you can select one friendly Plaguebearers unit within 12"" of the bearer and return 1 destroyed Plaguebearer model to that unit."|Wargear profile||
1132|1|8343.0||||Core||
1132|2|8433.0||||Faction||
1132|3|||Daemonic Icon|Models in the bearers unit have a Leadership characteristic of 6+.|Wargear||
1132|4|||Instrument of Chaos|Add 1 to Charge rolls made for the bearers unit.|Wargear||
1132|5|||Infected Outbreak|If you control an objective marker at the end of your Command phase and this unit is within range of that objective marker, that objective marker remains under your control, even if you have no models within range of it, until your opponent controls it at the start or end of any turn.|Datasheet||
1133|1|8343.0||||Core||
1133|2|8345.0||||Core||
1133|3|8433.0||||Faction||
1133|4|||Mischief Makers|Each time an enemy unit (excluding TITANIC units) within Engagement Range of one or more units with this ability is selected to fight, until the end of the phase, each time a model in that enemy unit makes a melee attack, subtract 1 from the Hit roll.|Datasheet||
1134|1|8339.0||||Core|1|
1134|2|8343.0||||Core||
1134|3|8344.0||||Core|"6"""|
1134|4|8433.0||||Faction||
1134|5|||Grotesque Regeneration|At the end of each phase, if a Beasts of Nurgle model in this unit has lost any wounds but is not destroyed, that model regains all of its lost wounds.|Datasheet||
1135|1|8343.0||||Core||
1135|2|8433.0||||Faction||
1135|3|||Daemonic Icon|Models in the bearers unit have a Leadership characteristic of 6+.|Wargear||
1135|4|||Instrument of Chaos|Add 1 to Charge rolls made for the bearers unit.|Wargear||
1135|5|||Deaths Heads|In your Shooting phase, after this unit has shot, select one enemy unit hit by one or more of those attacks. Until the end of the turn, each time a friendly Nurgle Legiones Daemonica unit makes an attack that targets that unit, you can re-roll the Wound roll.|Datasheet||
1136|1|8343.0||||Core||
1136|2|8340.0||||Core||
1136|3|8336.0||||Core||
1136|4|8433.0||||Faction||
1136|5|||The Eternal Dance|"At the start of the Fight phase, select one enemy unit within 6"" of this model. Until the end of the phase: Each time a friendly Slaanesh Legiones Daemonica model makes a melee attack that targets that enemy unit, add 1 to the Wound roll. Each time a model in that enemy unit makes a melee attack, subtract 1 from the Wound roll."|Datasheet||
1136|6|||Dazzling Acrobatics|This model is eligible to declare a charge in a turn in which it Advanced or Fell Back.|Datasheet||
1137|1|8339.0||||Core|D6|
1137|2|8343.0||||Core||
1137|3|8433.0||||Faction||
1137|4|||Shining Aegis|The bearer has a Save characteristic of 3+.|Wargear||
1137|5|||Daemon Lord of Slaanesh (Aura)|"While a friendly Slaanesh Legiones Daemonica unit is within 6"" of this model, improve the Armour Penetration of melee weapons in that unit by 1."|Datasheet||
1137|6|||Mesmerising Form|Each time an attack targets this model, subtract 1 from the Hit roll.|Datasheet||
1137|7|||Greater Daemon of Slaanesh (Aura)|"While a friendly Slaanesh Legiones Daemonica unit is within 6"" of this model, that unit is within your armys Shadow of Chaos."|Datasheet||
1138|1|8343.0||||Core||
1138|2|8340.0||||Core||
1138|3|8346.0||||Core||
1138|4|8433.0||||Faction||
1138|5|||Tranceweaver|Each time a model in this unit makes an attack, re-roll a Hit roll of 1. If the target of that attack is within range of an objective marker, you can re-roll the Hit roll instead.|Datasheet||
1138|6|||Symphony of Pain (Psychic)|"At the end of your Movement phase, you can select one enemy unit that is Battle-shocked and within 12"" of this model. Until the end of the turn, each time a Slaanesh Legiones Daemonica model from your army makes an attack that targets that enemy unit, you can re-roll the Hit roll and you can re-roll the Wound roll."|Datasheet||
1139|1|8343.0||||Core||
1139|2|8346.0||||Core||
1139|3|8344.0||||Core|"9"""|
1139|4|8433.0||||Faction||
1139|5|||Lethal Caress|While this model is leading a unit, improve the Armour Penetration characteristic of melee weapons equipped by models in that unit by 1.|Datasheet||
1139|6|||Symphony of Pain (Psychic)|"At the end of your Movement phase, you can select one enemy unit that is Battle-shocked and within 12"" of this model. Until the end of the turn, each time a Slaanesh Legiones Daemonica model from your army makes an attack that targets that enemy unit, you can re-roll the Hit roll and you can re-roll the Wound roll."|Datasheet||
1141|1|8343.0||||Core||
1141|2|8433.0||||Faction||
1141|3|||Tormentbringer (Aura)|"While a friendly Slaanesh Legiones Daemonica unit is within 6"" of this model, melee weapons in that unit have the [SUSTAINED HITS 1] ability."|Datasheet||
1141|4|||Hysterical Frenzy (Psychic)|"Once per Fight phase, just after an enemy unit selects a Slaanesh Legiones Daemonica unit from your army as a target, one friendly Psyker that is within 6"" of that SLAANESH unit and has this ability can use it. If it does, until the end of the phase, each time a model in that SLAANESH unit is destroyed, roll one D6: on a 4+, do not remove it from play. That model can fight after the attacking models unit has finished making its attacks, and is then removed from play."|Datasheet||
1142|1|8343.0||||Core||
1142|2|8340.0||||Core||
1142|3|8433.0||||Faction||
1142|4|||Horrifying Beauty|At the start of the Fight phase, each enemy unit within Engagement Range of one or more units from your army with this ability must take a Battle-shock test, subtracting 1 from the result if that enemy unit is Below Half-strength.|Datasheet||
1142|5|||Daemonic Icon|Models in the bearers unit have a Leadership characteristic of 6+.|Wargear||
1142|6|||Instrument of Chaos|Add 1 to Charge rolls made for the bearers unit.|Wargear||
1143|1|8343.0||||Core||
1143|2|8433.0||||Faction||
1143|3|||Soporific Musk|Each time an enemy unit (excluding MONSTERS and VEHICLES) within Engagement Range of one or more units from your army with this ability Falls Back, models in that enemy unit must take Desperate Escape tests. When doing so, if that enemy unit is also Battle-shocked, subtract 1 from each of those Desperate Escape tests.|Datasheet||
1144|1|8343.0||||Core||
1144|2|8433.0||||Faction||
1144|3|||Cutting Down the Foe|Each time a model in this unit makes a melee attack, if this unit made a Charge move this turn, improve the Strength and Damage characteristics of that attack by 1.|Datasheet||
1145|1|8343.0||||Core||
1145|2|8344.0||||Core|"9"""|
1145|3|8433.0||||Faction||
1145|4|||Daemonic Icon|Models in the bearers unit have a Leadership characteristic of 6+.|Wargear||
1145|5|||Instrument of Chaos|Add 1 to Charge rolls made for the bearers unit.|Wargear||
1145|6|||Unholy Speed|You can re-roll Advance and Charge rolls made for this unit.|Datasheet||
1146|1|8343.0||||Core||
1146|2|8433.0||||Faction||
1146|3|||Scythed Impact|Each time this unit makes a Charge move, until the end of the phase, melee weapons equipped by models in this unit have the [ANTI-INFANTRY 4+] ability.|Datasheet||
1147|1|8343.0||||Core||
1147|2|8433.0||||Faction||
1147|3|||Infernal Engines of Torment|"In the Fight phase, after this model has finished making its attacks, if one or more enemy units were destroyed as a result of those attacks, every enemy unit within 6"" of this model must take a Battle-shock test."|Datasheet||
1148|1|8339.0||||Core|D6|
1148|2|8343.0||||Core||
1148|3|8337.0||||Core||
1148|4|8433.0||||Faction||
1148|5|||The Dark Master (Aura)|"The area of the battlefield within 6"" of this model is within your armys Shadow of Chaos."|Datasheet||
1148|6|||Shadow Form|At the start of the battle round, select one Shadow Form ability (see below). Until the end of the battle round, this model has that ability.|Datasheet||
1148|7|||SUPREME COMMANDER|If this model is in your army, it must be your Warlord.|Special ( )||
1148|8|||Wreathed in Shadows (Aura, Psychic)|"While a friendly Legiones Daemonica unit or Shadow Legion unit is within 6"" of this model, that unit can only be targeted by a ranged attack if the attacking model is within 18""."|Primarch||
1148|9|||Pall of Despair (Aura, Psychic)|"In the Battle-shock step of your opponents Command phase, if an enemy unit that is below its Starting Strength is within 9"" of this model, that unit must take a Battle-shock test. For the purposes of this ability, if a unit has a Starting Strength of 1, it is considered to be below its Starting Strength while it has lost one or more wounds. In addition, for each enemy unit that fails a Battle-shock test within 9"" of this model, this model regains up to D3 lost wounds."|Primarch||
1148|10|||Shadow Lord (Aura, Psychic)|"While a friendly Legiones Daemonica or Shadow Legion unit is within 6"" of this model, each time a model in that unit makes an attack, re-roll a Hit roll of 1."|Primarch||
1149|1|8339.0||||Core|D3|
1149|2|8343.0||||Core||
1149|3|8433.0||||Faction||
1149|4|||Daemonic Lord|"While this model is within 3"" of one or more friendly Legiones Daemonica Infantry units, this model has the Lone Operative ability."|Datasheet||
1149|5|||Prince of Darkness (Aura)|"While a friendly Legiones Daemonica unit is within 6"" of this model, models in that unit have the Stealth ability."|Datasheet||
1149|6|||Unholy Vigour|Once per battle, at the start of any phase, this model can use this ability. If it does, until the end of the phase, this model has a 3+ invulnerable save.|Datasheet||
1149|7|||DAEMONIC ALLEGIANCE|When you select this model to include in your army, you must select one of the following keywords for it to gain: KHORNE TZEENTCH NURGLE SLAANESH The keyword you select will also affect some of this models characteristics, as stated overleaf.|Special ( )||
1149|8|||Daemon Prince of Khorne|If this model has the KHORNE keyword, add 2 to the Strength characteristic of this models hellforged weapons.|Primarch||
1149|9|||Daemon Prince of Tzeentch|If this model has the TZEENTCH keyword, add 3 to the Attacks characteristic of this models infernal cannon.|Primarch||
1149|10|||Daemon Prince of Nurgle|If this model has the NURGLE keyword, add 1 to this models Toughness characteristic.|Primarch||
1149|11|||Daemon Prince of Slaanesh|"If this model has the SLAANESH keyword, add 2"" to this models Move characteristic."|Primarch||
1150|1|8343.0||||Core||
